registration_number,id_skill,score
2796,8,1
2796,18,3
2797,7,3
2797,11,5
2797,16,2
2797,2,2
2799,2,4
2799,5,9
2799,6,5
2800,3,5
2800,1,3
2801,7,1
2801,17,7
2801,16,10
2802,8,1
2802,13,6
2802,16,3
2803,6,5
2803,12,4
2804,14,2
2804,6,4
2804,8,2
2804,13,4
2804,4,1
2805,5,6
2805,12,8
2805,15,4
2806,18,9
2806,11,3
2807,5,7
2807,9,9
2807,10,9
2807,11,9
2807,16,5
2807,13,1
2807,18,1
2808,7,10
2808,14,7
2808,16,4
2809,5,2
2810,20,6
2810,18,5
2811,9,1
2811,13,7
2811,5,2
2811,7,4
2811,12,1
2811,4,10
2811,3,2
2812,14,8
2812,10,2
2813,1,9
2813,8,8
2814,10,8
2814,13,4
2814,2,3
2815,5,6
2815,8,5
2815,10,6
2815,16,8
2816,3,9
2816,4,6
2816,17,1
2816,15,4
2817,3,10
2817,19,5
2818,5,8
2818,19,4
2818,15,7
2819,20,4
2819,9,8
2820,9,2
2821,6,2
2821,9,8
2821,17,3
2821,19,6
2822,2,10
2822,6,8
2822,11,10
2823,3,10
2823,12,6
2823,1,4
2824,6,8
2824,7,8
2824,1,1
2825,16,8
2825,17,6
2825,14,6
2826,13,4
2827,11,9
2827,10,2
2827,16,2
2828,13,4
2828,5,1
2828,14,1
2829,3,2
2829,17,6
2830,18,4
2830,20,4
2831,8,10
2831,15,3
2831,20,2
2832,6,2
2833,8,2
2833,16,6
2834,7,2
2834,17,1
2835,19,2
2835,9,1
2835,2,2
2836,1,10
2836,15,8
2836,11,4
2836,3,2
2836,20,5
2837,7,4
2837,8,2
2837,16,7
2837,10,5
2838,2,10
2838,14,2
2839,1,1
2839,2,3
2839,7,1
2840,11,1
2840,15,8
2840,6,4
2840,16,9
2841,15,9
2842,1,2
2842,6,5
2842,13,1
2842,14,9
2842,8,10
2843,18,7
2844,13,5
2844,17,3
2844,16,1
2845,12,7
2845,20,9
2845,16,9
2846,4,2
2846,14,4
2846,10,7
2847,9,4
2847,13,10
2847,3,5
2847,1,9
2847,17,10
2848,8,7
2848,4,10
2849,5,10
2849,6,8
2849,13,8
2849,4,3
2849,9,3
2849,1,8
2850,17,4
2851,11,8
2851,17,9
2851,5,9
2852,1,1
2852,19,7
2852,18,2
2853,6,10
2853,14,2
2854,19,5
2854,4,7
2855,13,1
2855,15,3
2855,16,1
2855,14,3
2855,11,4
2856,4,2
2856,14,9
2857,6,3
2857,10,7
2857,9,4
2858,2,6
2858,5,6
2858,7,4
2858,3,9
2859,15,9
2859,16,6
2859,18,4
2859,19,6
2859,7,1
2860,4,8
2860,5,7
2860,20,9
2861,3,8
2861,7,4
2862,16,1
2863,1,10
2863,16,5
2863,3,4
2864,2,2
2864,3,3
2864,14,5
2864,7,2
2864,15,4
2865,7,2
2865,10,9
2865,9,3
2867,1,7
2867,7,2
2867,11,6
2867,18,10
2867,20,8
2867,12,9
2868,16,2
2868,4,1
2868,8,6
2868,1,7
2869,3,7
2869,10,7
2869,11,3
2869,1,7
2870,8,10
2870,1,9
2871,2,4
2871,9,8
2871,19,4
2872,2,5
2872,5,9
2872,15,7
2873,13,9
2873,6,10
2874,10,9
2875,5,3
2875,16,8
2876,5,4
2877,1,4
2877,3,2
2877,8,9
2877,4,7
2878,16,8
2878,18,1
2878,9,8
2879,10,2
2879,2,10
2881,11,4
2881,2,8
2882,8,5
2883,4,5
2883,18,7
2884,1,5
2884,14,5
2884,18,1
2885,9,1
2886,3,8
2886,6,5
2886,20,5
2887,2,1
2889,1,10
2889,11,6
2889,15,4
2889,16,6
2890,15,5
2890,17,9
2890,14,2
2891,11,8
2891,18,6
2892,6,9
2892,10,7
2892,17,8
2893,15,3
2893,3,7
2895,2,10
2895,4,5
2896,15,8
2896,18,9
2896,13,2
2897,3,3
2898,1,4
2898,4,3
2898,6,7
2898,16,2
2898,19,10
2899,5,3
2899,11,4
2901,5,8
2901,9,10
2901,2,6
2901,6,5
2902,12,9
2902,13,9
2903,11,6
2903,5,5
2904,9,1
2904,11,5
2904,7,3
2905,19,7
2905,6,5
2906,14,9
2907,13,6
2907,15,9
2907,16,6
2907,19,6
2908,11,3
2908,17,1
2909,9,7
2910,5,1
2910,11,5
2910,6,6
2910,15,1
2910,7,9
2912,4,6
2912,9,3
2914,1,8
2915,5,9
2915,7,5
2915,12,5
2915,3,3
2915,14,3
2916,6,2
2916,12,10
2916,13,9
2917,13,4
2917,5,10
2917,8,3
2917,1,3
2917,3,7
2918,10,8
2918,12,6
2919,7,5
2919,16,1
2920,9,2
2920,19,7
2921,14,9
2923,4,4
2923,7,3
2923,14,10
2924,6,2
2925,1,1
2925,16,6
2925,18,1
2925,9,4
2926,5,2
2926,18,6
2926,14,9
2928,19,8
2929,10,9
2929,20,8
2930,2,5
2930,17,9
2930,1,5
2931,3,7
2931,4,3
2931,9,6
2931,7,2
2932,4,4
2932,5,10
2932,15,6
2932,13,7
2933,10,9
2933,11,7
2934,6,5
2935,4,8
2935,8,8
2935,14,7
2935,17,4
2936,14,4
2937,17,7
2937,20,8
2937,5,10
2938,7,1
2938,1,3
2939,9,8
2939,20,3
2939,18,6
2939,13,1
2940,2,6
2940,11,8
2940,19,3
2940,20,8
2940,1,8
2941,2,5
2941,19,7
2942,9,10
2942,18,4
2942,10,9
2943,2,5
2944,2,4
2944,10,2
2944,17,1
2944,7,10
2945,7,4
2945,18,6
2945,17,5
2946,4,5
2946,15,9
2946,17,7
2946,3,9
2947,14,5
2948,13,8
2948,7,7
2948,19,5
2949,8,3
2949,16,9
2950,10,8
2951,1,6
2952,4,3
2952,16,8
2952,9,1
2952,15,7
2953,10,7
2953,13,10
2953,3,9
2954,4,5
2954,15,10
2954,18,2
2954,1,5
2955,8,6
2955,12,3
2955,18,4
2955,1,3
2956,3,8
2956,19,9
2958,18,1
2958,11,5
2958,15,1
2958,14,5
2958,2,3
2959,7,10
2959,8,2
2959,18,10
2959,13,1
2960,12,4
2960,14,5
2961,5,1
2961,13,8
2962,5,9
2962,9,5
2963,16,4
2963,18,8
2964,6,5
2964,17,9
2965,2,10
2965,13,3
2965,20,8
2966,20,3
2966,7,10
2967,10,9
2967,19,6
2968,2,5
2968,6,8
2968,18,7
2969,15,7
2969,16,4
2970,15,7
2970,6,3
2971,9,7
2972,13,5
2972,7,1
2973,14,6
2973,19,2
2973,5,2
2974,14,5
2975,18,8
2975,8,5
2976,2,1
2976,8,5
2976,15,2
2976,14,3
2977,8,9
2977,12,1
2977,13,5
2977,17,1
2977,4,6
2977,19,7
2978,1,9
2978,5,10
2978,8,8
2978,9,10
2978,13,10
2979,1,6
2979,4,4
2979,11,1
2980,17,7
2981,3,4
2981,12,10
2981,19,7
2982,13,7
2982,15,4
2983,18,1
2983,16,8
2984,4,9
2984,15,10
2984,5,2
2984,10,10
2985,13,4
2986,12,3
2986,3,1
2986,13,1
2986,14,2
2987,6,4
2987,7,1
2987,8,2
2987,11,8
2988,20,1
2989,1,6
2989,20,2
2989,18,4
2990,10,7
2990,3,3
2991,17,5
2991,11,6
2991,12,6
2992,2,5
2992,15,4
2993,18,7
2993,6,3
2993,12,1
2993,4,3
2994,4,5
2994,7,1
2994,13,10
2994,15,3
2995,17,10
2996,9,6
2996,17,8
2997,17,8
2998,12,3
2998,17,9
2998,19,6
2998,18,9
2999,1,10
3000,1,3
3000,8,5
3000,12,8
3000,13,9
2786,8,7
2629,15,10
2286,4,1
2229,18,1
2517,8,4
2714,7,1
2400,17,3
2280,9,4
2676,19,4
2316,1,1
2833,11,2
2901,17,10
2116,16,3
2590,1,3
2567,20,9
2990,15,10
2498,5,3
2436,13,3
2766,9,8
2228,20,6
2954,14,7
2326,7,2
2320,14,9
2266,1,4
2515,3,4
2138,16,4
2426,7,8
2416,7,8
2193,6,7
2624,20,1
2023,18,7
2263,1,4
2566,20,2
2189,2,1
2285,9,8
2758,7,1
2319,19,9
2567,16,5
2719,2,9
2355,7,6
2188,14,8
2196,10,6
2348,20,5
2136,2,2
2741,4,2
2476,6,4
2624,2,9
2573,19,3
2167,4,6
2120,4,7
2381,9,3
2300,2,5
2019,4,8
2344,16,7
2201,9,2
2380,4,10
2587,12,5
2288,4,9
2738,19,1
2172,2,6
2774,20,2
2001,18,3
2662,1,7
2869,5,2
2691,19,6
2409,20,10
2910,9,8
2977,11,8
2053,4,5
2298,1,10
2971,19,4
2179,12,3
2556,14,10
2323,20,1
2315,18,5
2672,4,9
2458,4,4
2409,7,9
2433,2,9
2994,2,10
2828,7,9
2839,11,8
2919,17,5
2716,4,4
2280,16,6
2684,14,10
2100,1,1
2494,16,2
2255,2,5
2930,16,4
2427,9,1
2317,11,5
2278,17,7
2642,10,10
2483,4,4
2104,9,10
2618,15,2
2171,2,4
2450,15,5
2050,16,3
2966,11,10
2105,13,8
2576,10,4
2935,13,10
2102,11,6
2623,15,2
2465,9,5
2920,4,6
2734,4,8
2095,12,5
2997,19,9
2628,11,4
2228,13,6
2539,3,4
2214,20,2
2188,15,2
2792,9,3
2337,5,6
2063,14,2
2132,1,5
2460,1,9
2912,16,10
2784,5,1
2838,8,3
2681,2,9
2092,16,6
2764,3,3
2710,14,3
2928,10,7
2216,5,4
2334,1,8
2744,7,5
2721,11,9
2824,5,10
2646,10,5
2414,8,5
2781,10,3
2792,7,10
2246,11,7
2779,3,9
2751,7,9
2171,11,6
2175,12,5
2112,12,2
2770,7,10
2330,3,10
2926,6,9
2639,9,8
2244,20,10
2351,13,7
2425,3,10
2190,12,5
2875,17,6
2086,10,8
2169,13,6
2727,10,2
2299,10,10
2640,13,9
2963,5,7
2890,16,10
2243,1,5
2335,19,3
2828,2,7
2886,9,10
2264,9,4
2749,1,5
2529,15,1
2525,18,4
2250,16,8
2690,1,7
2995,5,7
2015,2,10
2944,20,10
2795,10,2
2917,17,4
2590,14,1
2555,16,3
2837,19,1
2683,17,7
2664,17,5
2194,15,6
2441,10,4
2343,17,5
2100,2,4
2291,18,9
2813,20,6
2147,13,10
2521,20,9
2106,2,3
2133,4,3
2108,9,2
2884,11,2
2461,17,9
2639,20,5
2526,5,10
2973,16,9
2416,1,2
2223,18,7
2227,19,1
2616,13,5
2179,15,1
2355,3,7
2481,3,8
2672,5,8
2296,15,5
2538,14,1
2783,9,9
2329,13,4
2301,11,8
2161,6,9
2812,6,4
2266,6,3
2962,4,4
2837,15,8
2802,12,1
2353,7,7
2179,19,1
2075,15,1
2474,3,10
2995,1,2
2287,12,3
2032,19,3
2904,10,8
2835,13,2
2975,13,7
2641,16,3
2455,19,8
2647,2,3
2598,4,4
2888,15,10
2426,9,4
2067,5,9
2057,15,10
2134,9,4
2484,19,2
2538,3,7
2075,8,10
2924,15,6
2901,11,9
2667,3,4
2269,8,3
2987,3,4
2526,9,2
2007,16,4
2013,3,9
2337,14,1
2380,5,6
2153,7,9
2707,3,1
2793,5,5
2909,7,4
2457,8,2
2937,4,10
2751,16,6
2182,18,9
2491,15,4
2320,17,4
2352,19,2
2554,13,6
2875,18,3
2410,14,8
2176,9,2
2818,18,3
2382,14,3
2505,15,4
2201,7,9
2299,13,8
2750,12,7
2078,19,9
2198,15,8
2010,16,4
2344,7,4
2854,13,1
2758,6,1
2358,16,4
2223,12,4
2821,2,2
2270,1,10
2563,12,10
2055,11,10
2476,14,1
2870,17,8
2623,12,10
2357,10,10
2007,17,4
2408,9,10
2435,3,8
2148,11,4
2069,3,9
2456,7,6
2116,20,2
2238,18,8
2703,8,2
2271,11,7
2032,12,5
2136,1,10
2122,17,5
2465,1,8
2254,11,4
2306,9,2
2419,8,1
2567,7,8
2565,16,6
2561,14,4
2692,7,6
2091,18,8
2685,5,2
2822,17,9
2297,4,1
2525,5,7
2857,4,8
2105,5,6
2623,11,8
2207,9,5
2710,5,5
2103,6,5
2944,6,1
2124,5,3
2135,6,2
2574,19,4
2650,12,9
2034,19,5
2029,20,4
2134,19,9
2340,11,4
2287,20,5
2171,10,10
2744,6,10
2929,15,6
2859,14,2
2922,19,8
2458,16,7
2904,8,10
2974,16,1
2886,7,6
2779,14,6
2190,17,2
2587,9,5
2396,18,1
2984,2,1
2121,11,3
2552,5,2
2448,19,6
2465,6,7
2589,10,1
2345,1,4
2885,5,7
2580,3,8
2599,13,6
2455,8,8
2297,18,9
2111,14,3
2673,13,8
2082,16,1
2572,2,2
2641,5,9
2727,14,1
2621,2,7
2637,17,8
2494,3,8
2351,10,9
2765,8,8
2429,10,3
2951,10,4
2481,15,4
2288,2,5
2724,8,9
2826,9,8
2146,3,8
2192,14,10
2422,17,4
2777,9,5
2065,11,8
2109,6,6
2407,17,8
2819,4,7
2541,8,8
2467,7,7
2381,15,6
2336,20,5
2528,11,9
2038,8,7
2934,8,9
2569,2,8
2496,14,8
2170,2,2
2236,12,7
2279,16,10
2709,7,10
2654,15,8
2967,15,6
2502,20,1
2599,4,1
2932,8,6
2465,15,5
2239,18,5
2013,19,2
2914,12,9
2627,3,5
2209,12,6
2928,17,7
2687,3,2
2216,13,8
2878,13,10
2346,19,1
2704,12,6
2495,8,3
2232,15,3
2329,3,5
2843,11,4
2310,13,2
2510,8,5
2771,11,10
2093,12,5
2496,10,5
2376,13,9
2552,13,4
2830,6,10
2715,19,10
2016,4,1
2620,19,4
2654,12,2
2035,19,9
2856,5,2
2702,18,9
2678,8,3
2821,4,9
2675,7,6
2043,3,8
2747,20,9
2218,14,1
2738,7,2
2796,19,2
2351,9,7
2069,5,6
2445,15,3
2069,16,2
2980,15,2
2050,2,5
2531,16,6
2632,2,2
2888,11,5
2960,9,10
2583,10,1
2183,6,3
2444,10,4
2674,19,6
2138,17,10
2810,13,3
2668,5,5
2066,16,2
2143,1,5
2090,5,6
2340,15,2
2954,17,5
2183,11,6
2467,8,9
2593,20,1
2962,18,7
2311,5,2
2840,5,1
2871,14,9
2021,11,5
2368,11,1
2257,12,8
2212,5,6
2897,6,5
2688,18,4
2443,15,10
2047,12,1
2304,15,9
2263,11,5
2565,18,10
2816,10,9
2508,16,9
2680,7,2
2429,6,8
2806,3,4
2007,4,6
2358,17,3
2449,11,1
2114,20,3
2251,18,4
2125,7,5
2707,17,9
2354,10,5
2975,20,1
2196,12,2
2345,8,1
2951,12,1
2088,3,9
2684,13,4
2424,17,7
2938,2,10
2027,16,9
2817,7,3
2724,12,10
2649,11,4
2124,1,9
2952,2,9
2053,5,4
2202,13,5
2394,1,2
2717,15,6
2112,3,7
2609,2,3
2188,11,3
2701,6,6
2743,15,2
2223,4,9
2559,9,6
2885,20,2
2151,3,7
2568,7,5
2869,17,5
2983,20,4
2122,6,2
2331,2,6
2129,5,5
2943,5,4
2273,8,1
2836,19,6
2579,2,3
2648,8,8
2729,15,3
2956,14,2
2225,11,1
2608,19,1
2609,14,8
2932,18,3
2632,18,8
2424,18,10
2931,16,6
2249,18,4
2477,4,1
2325,10,3
2551,12,9
2242,14,9
2788,20,2
2557,2,10
2075,13,9
2265,6,7
2257,6,5
2563,15,9
2957,18,8
2237,15,2
2024,18,3
2325,20,9
2366,3,2
2749,18,5
2097,14,10
2301,8,3
2389,7,10
2611,7,5
2657,11,7
2711,9,5
2653,17,2
2593,6,2
2455,5,5
2460,20,2
2832,13,9
2850,12,1
2082,14,4
2354,5,1
2150,18,6
2956,17,4
2901,15,7
2338,19,5
2401,4,4
2962,14,8
2599,10,9
2118,10,1
2214,5,9
2428,6,1
2793,4,4
2464,12,8
2848,20,2
2476,13,2
2934,20,3
2032,14,4
2981,7,2
2870,3,8
2692,8,3
2840,7,2
2586,13,10
2852,7,1
2921,16,5
2533,14,9
2652,2,10
2019,11,10
2021,9,1
2402,17,2
2606,10,8
2908,2,5
2569,11,5
2511,11,9
2043,18,8
2493,3,1
2950,18,10
2801,1,5
2478,7,6
2353,13,10
2193,16,8
2775,5,9
2223,10,4
2352,8,9
2656,16,1
2311,13,3
2348,5,7
2470,9,9
2288,8,3
2954,8,3
2597,1,1
2467,1,3
2258,2,3
2255,9,5
2074,3,4
2311,9,1
2131,7,5
2000,7,1
2070,14,6
2168,15,8
2590,10,5
2891,10,10
2410,6,6
2509,1,8
2967,9,5
2235,16,2
2794,17,7
2635,20,4
2888,16,3
2969,2,2
2669,12,6
2441,9,9
2556,18,8
2699,18,7
2392,1,10
2468,12,10
2440,15,10
2429,13,7
2531,5,9
2436,1,5
2408,1,2
2807,7,8
2464,8,5
2512,1,6
2892,9,4
2010,9,4
2996,11,4
2999,4,5
2724,19,1
2563,20,4
2523,18,5
2329,4,2
2558,6,5
2358,20,7
2606,19,2
2101,16,3
2029,8,4
2715,14,9
2256,14,1
2604,16,9
2428,12,7
2249,20,8
2528,3,10
2270,9,9
2285,7,3
2031,19,10
2685,17,8
2032,2,1
2821,18,5
2629,13,7
2411,6,5
2577,1,2
2560,5,2
2112,15,7
2778,8,2
2223,15,5
2810,8,7
2017,13,7
2658,17,10
2691,4,6
2293,3,9
2006,20,6
2756,2,1
2854,17,1
2543,16,4
2666,16,10
2106,20,3
2488,10,8
2633,11,9
2044,15,6
2076,2,6
2708,7,9
2739,15,3
2210,6,8
2009,18,7
2354,19,2
2375,6,9
2664,11,5
2102,10,2
2494,6,1
2974,11,5
2096,8,8
2733,4,3
2037,19,4
2023,15,1
2054,18,8
2280,15,5
2636,11,4
2308,7,2
2224,1,1
2062,11,9
2708,15,4
2597,10,3
2011,3,4
2804,5,9
2208,18,2
2577,12,2
2887,12,6
2253,7,5
2275,2,3
2609,18,7
2219,16,2
2258,19,2
2429,7,6
2359,16,6
2368,12,1
2355,2,8
2975,19,5
2745,17,9
2160,5,6
2388,9,8
2655,20,10
2373,1,2
2134,8,6
2156,10,4
2732,4,2
2236,6,7
2306,10,1
2510,1,10
2343,14,3
2832,2,3
2632,19,7
2413,3,7
2292,11,6
2158,10,2
2960,11,3
2017,4,9
2403,15,4
2556,11,10
2290,18,3
2351,15,1
2875,12,1
2459,13,5
2800,7,9
2639,10,4
2749,19,8
2531,12,9
2398,9,4
2862,12,4
2208,11,1
2271,17,3
2444,14,5
2008,4,4
2310,17,1
2774,8,1
2500,13,3
2601,4,4
2800,17,1
2366,8,6
2602,14,1
2274,10,4
2988,14,6
2677,17,10
2083,17,10
2259,15,9
2426,6,6
2989,14,5
2456,12,6
2972,8,5
2379,15,8
2488,5,8
2451,4,5
2053,15,5
2728,14,2
2516,15,5
2247,5,6
2817,13,9
2772,11,9
2324,16,7
2754,17,9
2627,14,10
2652,1,1
2564,6,2
2955,7,8
2390,13,9
2758,15,4
2093,11,4
2475,1,9
2100,12,10
2533,1,10
2751,1,3
2031,5,7
2865,5,6
2273,19,5
2863,11,2
2631,12,7
2086,5,6
2762,7,6
2553,1,3
2234,8,3
2252,2,9
2032,1,1
2364,8,6
2191,14,9
2313,17,8
2350,13,7
2127,12,1
2169,8,2
2161,2,9
2805,1,9
2476,12,3
2472,19,8
2236,8,4
2589,20,6
2995,14,10
2106,15,6
2771,1,5
2172,1,6
2100,10,4
2210,12,7
2979,14,2
2417,9,7
2069,12,3
2032,6,6
2010,10,1
2147,17,8
2369,18,2
2896,4,7
2042,10,7
2953,7,7
2263,5,1
2533,4,9
2850,4,4
2425,1,8
2991,2,3
2439,8,4
2269,3,3
2767,10,3
2626,17,2
2296,18,8
2707,1,1
2377,19,2
2999,18,2
2376,20,8
2952,12,1
2299,17,10
2432,20,5
2696,8,2
2068,11,9
2454,18,10
2214,15,3
2227,2,3
2060,5,5
2714,17,1
2507,14,5
2279,3,2
2732,18,10
2472,4,8
2674,1,10
2670,19,10
2916,1,2
2980,9,5
2061,3,5
2456,16,8
2853,12,8
2846,2,9
2328,19,5
2338,14,6
2743,11,10
2953,1,6
2375,2,2
2585,19,5
2057,20,8
2593,17,3
2230,8,3
2878,2,2
2172,11,10
2151,20,9
2801,6,10
2394,3,9
2602,19,10
2328,3,1
2812,18,1
2316,12,6
2549,16,5
2268,9,9
2059,13,9
2268,3,4
2561,4,5
2406,17,5
2354,15,6
2780,7,7
2283,9,4
2380,9,3
2442,5,6
2750,17,6
2720,2,3
2721,5,4
2495,17,2
2025,16,3
2920,10,4
2011,12,9
2749,5,10
2501,2,6
2662,20,5
2302,10,6
2896,16,10
2813,9,8
2424,1,10
2543,10,9
2268,6,3
2815,2,6
2044,1,7
2863,5,5
2555,10,3
2933,2,8
2877,19,2
2926,19,6
2936,1,9
2894,12,4
2467,9,6
2743,20,3
2403,17,10
2154,14,3
2913,5,7
2480,2,2
2763,4,7
2400,2,9
2831,6,6
2112,6,10
2394,6,7
2505,13,9
2724,13,9
2384,4,10
2496,4,1
2344,6,8
2521,6,4
2576,7,10
2686,15,7
2737,17,9
2946,18,1
2620,12,5
2645,10,10
2612,3,10
2281,6,1
2854,1,5
2996,20,2
2770,12,6
2571,5,3
2950,9,6
2011,10,2
2310,5,2
2307,3,8
2573,2,10
2785,7,6
2011,4,10
2075,2,9
2290,16,2
2023,2,1
2027,5,3
2814,15,7
2134,17,6
2716,10,8
2385,8,3
2985,6,5
2653,16,10
2743,6,4
2208,2,9
2227,10,5
2265,19,4
2707,12,5
2209,6,8
2073,2,6
2645,13,10
2652,17,3
2849,17,9
2541,7,10
2813,5,7
2144,8,2
2656,2,5
2111,3,5
2715,4,5
2210,14,3
2022,6,6
2258,10,2
2741,5,7
2438,4,2
2327,5,9
2492,9,9
2544,5,8
2514,3,9
2356,2,4
2119,9,6
2467,4,3
2618,13,5
2625,10,4
2416,17,9
2793,9,5
2212,3,3
2473,2,9
2695,12,5
2247,2,1
2109,3,4
2223,13,9
2504,6,6
2199,15,6
2078,7,9
2163,9,8
2183,19,10
2965,3,8
2195,4,1
2221,3,9
2805,19,8
2523,2,2
2999,7,7
2960,4,3
2849,20,1
2548,16,5
2673,5,3
2250,15,10
2556,12,2
2759,16,7
2788,15,6
2038,15,3
2862,17,6
2281,3,1
2286,18,2
2398,12,9
2669,6,4
2639,14,4
2836,7,7
2156,2,6
2695,5,2
2255,19,6
2431,19,3
2114,1,6
2519,10,5
2440,9,1
2613,20,10
2641,15,1
2540,16,8
2437,18,1
2356,20,7
2627,11,6
2207,3,3
2788,17,2
2125,2,3
2022,12,8
2796,3,8
2652,14,9
2966,12,6
2938,15,6
2001,20,3
2257,13,10
2119,18,8
2691,20,10
2481,14,4
2981,15,9
2666,12,7
2424,12,4
2918,7,1
2820,18,7
2991,6,10
2522,3,3
2125,5,5
2743,12,8
2992,4,1
2273,12,2
2433,8,10
2095,16,5
2390,4,6
2982,8,1
2976,17,2
2554,1,6
2850,8,8
2841,20,3
2572,3,10
2976,12,2
2696,5,5
2200,20,1
2820,16,7
2764,15,7
2647,17,2
2670,1,7
2815,13,2
2082,5,10
2489,2,2
2723,1,7
2970,8,3
2977,5,8
2644,9,7
2539,9,8
2707,20,8
2449,12,8
2624,10,2
2886,1,5
2004,16,7
2552,17,1
2409,10,5
2114,5,2
2659,4,4
2060,3,9
2817,18,10
2507,5,1
2963,20,9
2323,15,7
2185,4,10
2583,7,4
2238,8,7
2777,10,10
2180,11,9
2651,7,1
2863,19,9
2581,8,9
2506,14,7
2823,13,2
2007,3,6
2269,5,6
2031,20,2
2986,20,6
2392,5,2
2580,12,9
2370,17,10
2621,7,4
2389,13,8
2345,19,3
2295,11,5
2054,2,4
2444,15,7
2771,17,2
2862,2,3
2677,4,10
2611,15,8
2553,13,6
2098,8,4
2303,10,5
2873,14,1
2381,16,4
2409,5,10
2304,11,3
2853,20,3
2413,17,2
2158,1,5
2137,18,4
2691,15,7
2323,18,2
2723,17,5
2041,10,3
2720,5,8
2799,4,6
2628,15,5
2553,5,4
2683,10,3
2307,12,8
2817,15,5
2948,9,3
2465,14,4
2860,7,8
2433,7,1
2784,3,7
2588,18,7
2145,20,6
2089,14,6
2644,13,3
2073,20,1
2969,12,5
2826,20,6
2850,3,2
2791,9,6
2151,13,6
2342,3,3
2032,4,1
2009,19,6
2852,3,8
2551,7,6
2996,15,8
2577,13,4
2147,10,7
2865,4,9
2348,11,4
2190,1,2
2279,19,10
2765,4,6
2176,18,2
2563,18,3
2175,14,1
2804,3,2
2336,11,5
2637,5,9
2237,16,1
2302,4,8
2775,6,3
2564,4,4
2326,14,9
2660,9,3
2144,5,4
2072,5,4
2433,20,3
2503,14,1
2217,8,6
2729,9,7
2411,9,5
2841,12,6
2281,10,3
2462,20,7
2668,16,10
2865,13,5
2514,15,6
2454,15,8
2077,17,5
2168,10,1
2172,18,10
2337,19,4
2010,15,5
2396,4,7
2546,17,6
2557,15,9
2774,14,2
2441,4,3
2439,16,4
2952,14,10
2970,11,10
2436,5,4
2013,15,4
2426,2,3
2228,10,2
2218,9,2
2162,6,3
2157,5,2
2315,9,6
2879,18,8
2454,8,8
2422,6,5
2211,11,6
2483,15,2
2390,17,6
2120,18,3
2390,3,4
2644,15,3
2626,2,1
2264,5,7
2583,18,4
2183,20,2
2863,6,9
2148,3,8
2840,20,1
2225,12,1
2989,9,9
2347,6,6
2221,16,7
2103,16,9
2900,6,7
2060,17,10
2187,2,1
2933,1,2
2730,10,5
2595,5,9
2885,4,10
2301,2,9
2697,19,9
2906,10,1
2585,2,8
2211,16,7
2198,20,7
2341,4,10
2630,17,2
2767,16,9
2443,9,7
2695,10,10
2161,19,4
2396,10,1
2070,4,5
2660,13,2
2644,20,7
2530,16,1
2501,10,5
2123,15,1
2262,9,2
2250,14,10
2238,12,5
2705,2,5
2470,18,6
2120,8,6
2656,3,3
2797,6,1
2173,11,3
2085,4,1
2899,6,9
2174,8,6
2828,6,9
2148,16,2
2417,11,2
2666,14,3
2117,18,1
2020,14,6
2653,19,5
2885,13,5
2328,1,1
2757,11,3
2184,11,7
2148,17,2
2617,16,6
2411,19,8
2658,10,1
2316,20,6
2156,14,7
2339,1,8
2945,15,4
2773,10,4
2160,16,1
2504,2,10
2548,5,3
2460,9,9
2916,9,8
2912,12,9
2753,13,6
2414,3,6
2071,5,7
2985,11,3
2598,17,5
2310,6,7
2017,17,10
2622,8,2
2491,20,8
2671,17,8
2324,4,5
2157,17,10
2875,3,10
2269,18,10
2184,10,8
2019,14,3
2682,9,10
2903,2,7
2412,17,10
2812,11,8
2515,4,3
2825,6,8
2891,13,1
2997,7,2
2571,13,8
2831,5,6
2213,4,10
3000,19,4
2391,15,5
2704,14,7
2905,20,1
2233,7,4
2422,2,7
2325,14,6
2941,1,7
2051,14,2
2993,11,9
2972,14,9
2548,6,4
2333,7,10
2261,5,9
2608,14,8
2732,11,3
2040,8,6
2385,13,3
2231,18,7
2291,1,4
2499,13,4
2223,20,10
2539,13,10
2155,18,2
2121,19,9
2951,18,2
2575,6,7
2957,5,5
2071,10,10
2796,5,7
2713,11,7
2640,15,1
2030,13,2
2921,7,7
2537,16,8
2380,2,2
2629,17,8
2622,5,9
2969,4,3
2046,14,2
2829,4,2
2130,20,5
2422,11,6
2679,11,1
2460,3,1
2941,10,10
2150,2,3
2331,18,8
2302,1,10
2331,6,5
2206,12,5
2167,13,10
2500,10,10
2615,12,2
2396,16,6
2722,16,2
2349,9,4
2971,2,2
2649,5,5
2631,20,3
2561,10,8
2445,17,1
2774,16,6
2321,6,2
2240,20,2
2920,12,4
2622,20,2
2846,19,4
2105,11,3
2659,9,1
2878,12,5
2402,10,6
2379,5,4
2839,8,8
2407,2,6
2912,3,6
2933,14,9
2247,10,9
2681,8,9
2847,4,6
2046,7,4
2592,6,1
2982,16,8
2375,16,7
2333,2,8
2526,4,5
2255,16,3
2485,12,3
2422,3,10
2488,6,5
2476,15,5
2678,1,10
2864,18,8
2933,20,8
2647,16,8
2910,16,7
2006,12,9
2133,12,6
2672,9,2
2725,3,6
2403,8,7
2487,18,1
2066,15,6
2974,7,3
2336,6,2
2448,2,2
2285,11,6
2120,14,9
2676,15,8
2408,8,4
2043,4,7
2842,12,3
